#{"t_start": 1749046409.1910346, "env_id": "None"}
r,l,t
100.0,42,616.635354
100.0,25,617.031456
100.0,23,617.382385
100.0,3,617.431746
100.0,45,618.129177
100.0,33,618.646978
100.0,14,618.866497
-100.0,9,619.008215
100.0,56,619.863301
-100.0,9,620.002397
100.0,4,620.068926
100.0,34,620.585934
100.0,42,621.231276
100.0,16,621.505337
100.0,13,621.714191
-100.0,48,622.462041
100.0,28,622.913601
100.0,11,623.091074
100.0,16,623.343457
100.0,81,624.601709
100.0,52,625.410324
100.0,40,626.034201
100.0,43,626.701305
100.0,22,627.046042
-100.0,16,627.299996
100.0,36,627.833847
100.0,22,628.162012
100.0,35,628.694922
100.0,20,628.986964
100.0,31,629.456038
100.0,40,630.070103
100.0,45,630.747122
-100.0,14,630.965097
100.0,51,631.714033
100.0,33,632.218205
100.0,55,633.057715
100.0,62,634.009069
100.0,33,634.492999
100.0,47,635.205713
100.0,48,635.953436
100.0,17,636.220111
100.0,19,636.506701
100.0,27,636.911032
100.0,34,637.441647
100.0,25,637.833803
100.0,39,638.461586
100.0,1,638.484632
100.0,36,640.283234
100.0,46,641.017659
100.0,52,641.829069
100.0,34,642.368847
100.0,58,643.22864
100.0,39,643.828837
100.0,47,644.554106
100.0,44,645.228142
100.0,31,645.698186
100.0,26,646.09882
100.0,92,647.528554
100.0,27,647.922064
100.0,14,648.134133
100.0,47,648.857876
100.0,63,649.807567
100.0,97,651.314074
100.0,19,651.617994
100.0,1,651.643026
100.0,58,652.557029
100.0,14,652.78461
100.0,44,653.474624
100.0,55,654.314071
100.0,20,654.638387
100.0,15,654.869613
-100.0,3,654.921025
100.0,10,655.072178
100.0,16,655.315962
100.0,50,656.086318
100.0,37,656.6596
100.0,37,660.28047
-100.0,9,660.421263
-100.0,37,660.976783
100.0,13,661.18845
100.0,20,661.505296
100.0,23,661.8539
100.0,7,661.962711
100.0,40,662.552969
100.0,7,662.666351
100.0,13,662.873733
100.0,47,663.588721
100.0,23,663.964102
100.0,41,664.591725
-100.0,48,665.347515
100.0,33,665.870644
100.0,47,666.628639
100.0,46,667.374671
100.0,61,668.334702
100.0,30,668.827355
100.0,45,669.526356
100.0,34,670.055835
100.0,96,671.541759
100.0,25,671.911215
100.0,38,672.48842
100.0,12,672.671207
100.0,53,673.446187
100.0,22,673.77533
100.0,38,674.347422
100.0,30,674.836043
100.0,38,676.64761
-100.0,27,677.06176
100.0,28,677.484101
-100.0,44,678.153441
100.0,29,678.606049
100.0,34,679.119169
100.0,59,680.03867
100.0,28,680.487324
100.0,5,680.580545
100.0,16,680.835295
100.0,51,681.617761
100.0,17,681.896339
100.0,40,682.531793
-100.0,47,683.258453
100.0,16,683.512305
100.0,21,683.847666
100.0,41,684.477837
100.0,32,684.964488
100.0,24,685.332534
100.0,29,685.769491
100.0,26,686.179419
100.0,10,686.333409
100.0,5,686.411529
100.0,16,686.656163
-100.0,33,687.167373
100.0,29,687.611276
100.0,72,688.721838
100.0,29,689.171067
100.0,51,689.960784
100.0,20,690.271804
100.0,53,691.049873
100.0,21,691.373629
100.0,19,691.667386
100.0,27,692.096522
100.0,24,692.477926
100.0,20,692.791668
100.0,63,693.775144
100.0,43,694.441226
100.0,35,694.987408
100.0,16,695.246406
100.0,29,695.711582
100.0,17,695.979336
-100.0,45,696.65082
100.0,17,696.918296
100.0,29,697.366346
100.0,45,698.063892
100.0,25,698.443857
100.0,19,698.745115
100.0,47,699.470343
100.0,31,699.94204
100.0,50,700.716141
100.0,1,700.739177
100.0,12,700.92378
-100.0,62,701.866765
100.0,23,702.205502
100.0,43,702.855567
100.0,39,703.441166
100.0,54,704.240566
100.0,16,704.487131
100.0,7,704.603363
100.0,15,704.845362
100.0,53,705.664993
100.0,24,706.030015
100.0,70,707.119941
-100.0,30,707.59185
100.0,13,707.795005
-100.0,4,709.024826
100.0,65,710.054907
100.0,26,710.454826
100.0,30,710.912046
100.0,28,711.335071
100.0,25,711.72375
100.0,15,711.94576
100.0,40,712.554643
100.0,48,713.287228
-100.0,8,713.418536
100.0,1,713.440089
100.0,52,714.224987
100.0,32,714.71279
100.0,59,715.612027
100.0,8,715.739273
100.0,22,716.079112
100.0,26,716.496472
100.0,45,717.16281
100.0,52,717.918375
100.0,28,718.359195
100.0,20,718.680904
100.0,16,718.931017
100.0,20,719.241616
100.0,4,719.312942
100.0,1,719.333957
100.0,24,719.705436
100.0,61,720.665537
100.0,29,721.130851
100.0,40,721.750203
100.0,16,722.00459
100.0,24,722.377819
-100.0,17,722.644775
100.0,38,723.244785
100.0,19,723.550962
100.0,18,723.842124
-100.0,39,724.433432
100.0,52,725.239842
100.0,38,725.804858
100.0,32,726.285989
100.0,23,726.646429
100.0,29,727.098304
100.0,23,727.452099
100.0,18,727.733076
100.0,41,728.360292
100.0,5,728.441602
100.0,50,729.174952
100.0,20,729.499204
100.0,12,729.6912
100.0,56,730.523715
100.0,49,731.279507
100.0,6,731.379679
100.0,5,731.460829
100.0,38,732.050812
100.0,41,732.683315
-100.0,9,732.83023
100.0,12,733.02162
100.0,36,733.609131
100.0,44,734.286752
100.0,15,734.523063
100.0,10,734.682455
100.0,18,734.963211
100.0,11,735.139622
100.0,34,735.676518
100.0,29,736.122561
100.0,20,736.440477
100.0,42,737.102608
100.0,32,737.572805
100.0,32,738.059191
100.0,5,738.140816
100.0,37,738.698446
100.0,4,738.763591
100.0,22,739.102751
100.0,67,740.141514
100.0,39,741.923106
100.0,63,742.928576
100.0,61,743.884357
100.0,17,744.144793
100.0,34,744.668283
100.0,20,744.989403
100.0,9,745.134188
100.0,37,745.714226
100.0,54,746.562961
-100.0,5,746.6572
100.0,24,747.047742
100.0,3,747.101323
100.0,40,747.739291
100.0,12,747.930151
100.0,21,748.264931
100.0,29,748.734144
100.0,7,748.852286
100.0,9,749.003133
100.0,25,749.413415
100.0,6,749.52215
100.0,23,749.883061
100.0,11,750.058551
-100.0,45,750.758482
100.0,7,750.87408
100.0,22,751.22121
100.0,9,751.369961
100.0,66,752.371287
-100.0,42,753.023149
100.0,45,753.755967
100.0,9,753.902977
100.0,28,754.340642
100.0,38,754.942863
100.0,42,755.587646
100.0,12,755.77968
100.0,28,756.234844
100.0,15,756.476517
100.0,31,756.956421
100.0,14,757.181868
100.0,13,757.398436
100.0,22,757.745896
100.0,17,758.030521
100.0,53,758.834215
-100.0,39,759.41884
100.0,32,759.919932
100.0,38,760.518681
100.0,25,760.922867
100.0,34,761.469641
100.0,33,762.005059
100.0,18,762.297368
100.0,29,762.764948
100.0,41,763.412999
100.0,53,764.250743
100.0,22,764.584558
100.0,51,765.344681
100.0,18,765.622435
-100.0,38,766.230307
100.0,21,766.544156
100.0,52,767.345239
100.0,33,767.865886
100.0,8,767.999152
100.0,34,768.552447
100.0,27,768.982919
100.0,19,769.28516
-100.0,20,769.59903
100.0,29,770.047385
100.0,36,770.609776
-100.0,31,771.116423
100.0,25,771.519509
100.0,27,771.943941
100.0,15,772.169768
100.0,39,772.777239
-100.0,21,773.11807
100.0,16,773.369936
-100.0,12,773.566307
100.0,13,773.772643
100.0,22,774.137364
100.0,39,776.045377
100.0,47,776.792802
100.0,31,777.300106
100.0,65,778.336967
100.0,22,778.678805
-100.0,3,778.731887
100.0,11,778.91017
100.0,76,780.102301
100.0,21,780.450664
100.0,33,780.959479
100.0,44,781.642153
100.0,19,781.939856
100.0,78,783.149298
100.0,67,784.188396
100.0,56,785.071387
100.0,7,785.190087
100.0,29,785.6452
100.0,23,786.010982
100.0,55,786.86667
100.0,89,788.317231
100.0,47,789.052154
100.0,5,789.136998
100.0,30,789.627582
100.0,28,790.085712
100.0,52,790.927236
100.0,17,791.197212
-100.0,31,791.67213
100.0,69,792.774011
100.0,19,793.081783
100.0,38,793.688527
100.0,27,794.132712
100.0,54,794.983964
100.0,22,795.332283
100.0,36,795.887016
100.0,54,796.743481
100.0,53,797.576798
100.0,35,798.10284
-100.0,59,799.019001
100.0,38,799.615443
100.0,72,800.728114
100.0,25,801.111605
100.0,17,801.38348
100.0,73,802.541767
100.0,75,803.73127
100.0,31,804.218609
100.0,19,804.52183
100.0,14,804.745871
-100.0,66,805.815139
100.0,20,806.113476
100.0,31,806.597071
100.0,19,806.892122
