episode,resultado
123493,llegada
123507,llegada
123519,llegada
123521,choque
123580,llegada
123590,llegada
123608,llegada
123642,llegada
123671,llegada
123718,llegada
123766,llegada
123865,llegada
123910,llegada
123937,llegada
123958,llegada
124017,llegada
124061,llegada
124078,llegada
124132,llegada
124186,llegada
124251,llegada
124278,llegada
124316,llegada
124351,llegada
124386,llegada
124428,llegada
124452,llegada
124464,llegada
124479,llegada
124492,llegada
124556,llegada
124616,llegada
124650,llegada
124682,llegada
124725,llegada
124767,llegada
124805,llegada
124853,llegada
124899,llegada
124912,llegada
124941,llegada
124972,llegada
124981,choque
125121,llegada
125157,choque
125193,llegada
125226,llegada
125246,llegada
125291,choque
125369,llegada
125370,llegada
125423,llegada
125458,llegada
125480,llegada
125541,llegada
125569,llegada
125612,llegada
125673,llegada
125697,llegada
125718,llegada
125740,llegada
125745,choque
125819,llegada
125835,llegada
125844,llegada
125862,llegada
125889,llegada
125964,llegada
125993,llegada
126009,llegada
126075,llegada
126122,llegada
126149,llegada
126201,llegada
126253,llegada
126300,llegada
126340,llegada
126401,llegada
126439,llegada
126483,llegada
126498,llegada
126556,llegada
126628,llegada
126643,llegada
126695,llegada
126725,llegada
126825,llegada
126840,llegada
126845,llegada
126919,llegada
126961,llegada
127015,llegada
127018,llegada
127021,choque
127049,choque
127061,llegada
127070,llegada
127101,llegada
127129,llegada
127136,llegada
127159,llegada
127242,llegada
127272,llegada
127330,llegada
127362,llegada
127467,llegada
127522,llegada
127552,llegada
127613,llegada
127652,llegada
127682,llegada
127735,llegada
127761,llegada
127812,llegada
127816,llegada
127847,llegada
127900,llegada
127975,llegada
128060,llegada
128070,choque
128114,llegada
128151,llegada
128182,llegada
128190,llegada
128244,choque
128304,llegada
128328,llegada
128372,llegada
128419,llegada
128459,llegada
128515,llegada
128546,llegada
128571,llegada
128651,llegada
128708,llegada
128720,llegada
128741,llegada
128766,llegada
128781,choque
128829,llegada
128838,choque
128848,llegada
128895,llegada
128904,llegada
128925,llegada
128987,llegada
