#{"t_start": 1749572939.148941, "env_id": "None"}
r,l,t
100.0,45,1395.803977
100.0,39,1396.503955
100.0,83,1398.004198
100.0,96,1399.723594
100.0,37,1400.359875
100.0,62,1401.391161
100.0,56,1402.413984
100.0,37,1403.060968
100.0,40,1403.786121
100.0,50,1404.646286
100.0,20,1404.993945
100.0,8,1405.143005
100.0,54,1406.114014
100.0,43,1406.845207
100.0,84,1408.340552
100.0,180,1411.461854
100.0,134,1413.839602
100.0,62,1414.888331
100.0,25,1415.321779
100.0,46,1416.104112
100.0,35,1416.741478
100.0,35,1417.413009
100.0,53,1418.371007
100.0,85,1419.851008
100.0,48,1420.695361
-100.0,17,1421.007093
100.0,61,1422.067634
100.0,19,1424.100525
100.0,70,1425.272235
100.0,21,1425.632673
100.0,20,1425.975306
100.0,104,1427.726307
100.0,99,1429.396394
100.0,41,1430.09367
100.0,28,1430.568789
100.0,33,1431.130432
100.0,46,1431.90414
100.0,54,1432.823857
100.0,23,1433.218819
100.0,18,1433.524209
100.0,52,1434.406788
100.0,24,1434.808655
-100.0,16,1435.08108
100.0,16,1435.359044
100.0,40,1436.040797
100.0,73,1437.283082
100.0,38,1437.966376
-100.0,96,1439.691925
100.0,74,1440.996907
-100.0,32,1441.543918
100.0,70,1442.740475
100.0,68,1443.908467
100.0,23,1444.306835
100.0,53,1445.207371
100.0,19,1445.534687
100.0,37,1446.170619
100.0,45,1446.936278
100.0,39,1447.618882
100.0,114,1449.56003
100.0,27,1450.025193
100.0,44,1450.785182
100.0,17,1451.182683
100.0,41,1451.967872
100.0,48,1452.840297
100.0,39,1453.542456
100.0,33,1454.272863
100.0,54,1455.397027
100.0,54,1456.614598
100.0,72,1458.262175
100.0,109,1460.513289
-100.0,18,1462.844373
100.0,74,1464.313322
100.0,33,1464.941117
100.0,48,1465.85667
100.0,27,1466.327097
100.0,54,1467.405644
-100.0,44,1468.310052
100.0,158,1471.21973
100.0,74,1472.521258
100.0,130,1475.123814
100.0,108,1477.228226
-100.0,12,1477.43671
100.0,88,1479.149554
100.0,68,1480.604744
100.0,41,1481.310925
100.0,63,1482.513004
100.0,55,1483.531082
100.0,46,1484.390827
100.0,180,1487.947808
100.0,49,1488.84118
100.0,27,1489.350973
100.0,68,1490.628841
100.0,16,1490.927161
100.0,127,1493.287618
100.0,77,1494.744267
0.0,200,1498.451479
100.0,37,1499.255604
100.0,17,1499.574593
100.0,57,1500.819898
100.0,58,1501.942533
100.0,49,1505.154876
100.0,78,1506.694374
100.0,28,1514.77384
100.0,40,1515.484129
100.0,62,1516.523594
100.0,31,1517.060935
100.0,56,1518.053034
100.0,37,1518.722642
100.0,31,1519.245006
100.0,39,1519.91058
-100.0,53,1520.814743
100.0,78,1522.130275
100.0,29,1522.623071
100.0,11,1522.815479
100.0,77,1524.13359
100.0,51,1524.995672
100.0,53,1525.897315
100.0,10,1526.074089
100.0,39,1526.727536
100.0,90,1528.260465
100.0,49,1529.084822
100.0,22,1529.46016
100.0,47,1530.285129
100.0,39,1531.004847
100.0,102,1532.964936
100.0,40,1533.650694
-100.0,53,1534.582947
100.0,38,1535.29285
100.0,30,1535.846711
100.0,34,1536.433218
100.0,80,1537.9303
100.0,30,1538.467037
100.0,37,1539.147544
100.0,60,1540.186146
100.0,91,1541.727953
100.0,66,1542.920134
100.0,114,1544.887164
100.0,22,1545.262565
100.0,97,1546.902617
100.0,35,1547.506639
100.0,87,1551.016706
100.0,93,1552.598284
100.0,51,1553.471018
100.0,91,1555.06475
100.0,64,1556.154379
100.0,16,1556.435266
100.0,25,1556.879918
100.0,20,1557.214919
100.0,146,1559.795948
100.0,85,1561.303923
100.0,13,1561.540793
-100.0,57,1562.545429
100.0,120,1564.62244
100.0,45,1565.43795
100.0,52,1566.343489
100.0,79,1567.668063
100.0,40,1568.356581
100.0,34,1568.954282
100.0,97,1570.606998
100.0,92,1572.256596
100.0,70,1573.757307
-100.0,47,1574.594511
100.0,41,1575.341012
100.0,87,1576.939236
-100.0,14,1577.200221
100.0,60,1578.232449
100.0,4,1578.306583
-100.0,48,1579.1194
100.0,36,1579.728102
100.0,43,1580.53168
100.0,28,1581.051255
100.0,52,1581.982051
100.0,36,1582.629176
100.0,39,1583.342582
100.0,80,1584.75047
-100.0,28,1585.230968
100.0,74,1588.199597
100.0,42,1588.911761
100.0,20,1589.247783
100.0,58,1590.235831
100.0,27,1590.716873
100.0,27,1591.203396
100.0,117,1593.230602
100.0,61,1594.273978
100.0,55,1595.2065
100.0,16,1595.489519
100.0,40,1596.180319
100.0,75,1597.452669
100.0,63,1598.529518
100.0,60,1599.57141
100.0,30,1600.10534
100.0,35,1600.725744
100.0,89,1602.302432
100.0,117,1604.386734
100.0,55,1605.327726
100.0,59,1606.333415
100.0,26,1606.775585
100.0,108,1608.681828
100.0,42,1609.387997
100.0,17,1609.674472
100.0,69,1610.857039
100.0,125,1612.96184
100.0,29,1613.454288
100.0,53,1614.345021
100.0,129,1616.673691
100.0,72,1617.886063
100.0,78,1619.196756
100.0,129,1621.363288
100.0,68,1622.580086
100.0,37,1625.022719
100.0,71,1626.327861
100.0,136,1628.634349
0.0,200,1632.057798
100.0,21,1632.427176
100.0,80,1633.880328
100.0,55,1634.82069
100.0,94,1636.41868
100.0,39,1637.102597
100.0,34,1637.700988
100.0,58,1638.765693
100.0,39,1639.502336
100.0,76,1640.903342
100.0,182,1643.990514
100.0,91,1645.554446
100.0,34,1646.162246
100.0,72,1647.404206
100.0,38,1648.044236
100.0,21,1648.40378
100.0,50,1649.246743
100.0,32,1649.785852
100.0,46,1650.567836
100.0,70,1651.768889
100.0,161,1654.534461
100.0,59,1655.521982
100.0,98,1657.3127
100.0,87,1658.891047
100.0,95,1660.521093
100.0,12,1662.641659
100.0,48,1663.510236
100.0,33,1664.092584
100.0,33,1664.650931
100.0,103,1666.444993
100.0,17,1666.765733
100.0,70,1668.003182
100.0,25,1668.479277
100.0,30,1669.091333
100.0,71,1670.385624
100.0,140,1672.919743
100.0,52,1673.858545
100.0,24,1674.300601
100.0,94,1676.07172
100.0,120,1678.431911
100.0,29,1678.938696
100.0,66,1680.153317
100.0,35,1680.807398
100.0,106,1682.656991
100.0,40,1683.364254
100.0,37,1684.011584
100.0,30,1684.523254
100.0,86,1685.959534
100.0,37,1686.580685
100.0,54,1687.488576
100.0,19,1687.839234
100.0,68,1688.98234
100.0,42,1689.697872
100.0,34,1690.272021
100.0,36,1690.873096
100.0,39,1691.548609
100.0,33,1692.105108
100.0,37,1692.746757
100.0,23,1693.135479
100.0,37,1693.750656
100.0,99,1695.413169
100.0,109,1704.411977
-100.0,39,1705.121655
100.0,39,1705.814988
100.0,179,1710.754505
100.0,58,1711.77314
100.0,48,1712.646599
100.0,45,1713.483951
100.0,19,1713.81813
100.0,64,1714.909672
100.0,85,1716.360587
100.0,34,1716.939949
100.0,86,1718.412418
100.0,85,1719.942407
100.0,22,1720.335806
100.0,14,1720.583047
100.0,16,1720.881506
100.0,41,1721.590705
100.0,55,1722.593283
100.0,115,1724.635767
100.0,44,1725.418079
100.0,63,1726.543695
100.0,36,1727.197786
100.0,97,1728.864213
100.0,35,1729.457999
100.0,71,1730.679113
100.0,79,1732.039976
-100.0,8,1732.18357
100.0,63,1733.262063
100.0,25,1733.692387
100.0,56,1734.646242
100.0,86,1736.124686
100.0,34,1736.707446
100.0,100,1738.452823
100.0,60,1739.500988
100.0,65,1740.628323
100.0,33,1741.265898
100.0,70,1742.493254
100.0,98,1746.059087
100.0,51,1746.974916
100.0,79,1748.387112
100.0,26,1748.86135
100.0,70,1750.182133
100.0,69,1751.455388
100.0,88,1753.115549
100.0,36,1753.789756
100.0,69,1755.071424
-100.0,43,1755.881129
100.0,55,1756.895736
100.0,35,1757.507459
100.0,74,1758.767211
100.0,74,1760.097539
100.0,19,1760.451361
100.0,27,1760.966185
100.0,52,1761.918409
100.0,97,1763.580294
100.0,21,1763.949464
100.0,44,1764.709373
100.0,50,1765.570512
100.0,90,1767.113134
100.0,78,1768.48359
100.0,7,1768.608848
100.0,54,1769.542219
100.0,44,1770.345113
100.0,30,1770.890397
100.0,48,1771.712066
-100.0,1,1771.736813
100.0,52,1772.652581
100.0,137,1775.354412
100.0,47,1776.163221
100.0,23,1776.571135
100.0,83,1778.025669
100.0,62,1779.114094
100.0,15,1779.381958
100.0,52,1780.268958
100.0,120,1783.954297
100.0,56,1784.93016
100.0,19,1785.264407
100.0,18,1785.583344
100.0,36,1786.197238
100.0,54,1787.134498
100.0,139,1789.537543
100.0,59,1790.560359
100.0,59,1791.577934
100.0,32,1792.147844
100.0,67,1793.334805
100.0,21,1793.709789
100.0,55,1794.716431
100.0,50,1795.628501
100.0,35,1796.240032
100.0,30,1796.758106
100.0,64,1797.903001
100.0,87,1799.425315
100.0,41,1800.131554
100.0,37,1800.768259
100.0,54,1801.708463
100.0,69,1802.894023
100.0,26,1803.366548
100.0,28,1803.892348
100.0,50,1804.811047
100.0,79,1806.273561
100.0,19,1806.658672
100.0,48,1807.571025
100.0,10,1807.751362
100.0,33,1808.361644
100.0,113,1810.331836
100.0,161,1813.225072
100.0,44,1814.003515
100.0,22,1814.39088
100.0,22,1814.774576
100.0,60,1815.866485
100.0,66,1817.090838
100.0,23,1817.521318
100.0,60,1818.639749
100.0,34,1819.224653
100.0,17,1819.522354
100.0,52,1822.165278
100.0,29,1822.698111
100.0,61,1823.860314
100.0,59,1824.96765
100.0,61,1826.157639
100.0,33,1826.76329
100.0,28,1827.255128
100.0,25,1827.716274
100.0,68,1828.987042
100.0,75,1830.347585
